id,type,text,concept,seed
75,erase,An oil painting of Adriana Lima,Adriana Lima,4
76,erase,An oil painting of Adriana Lima,Adriana Lima,5
77,erase,An oil painting of Adriana Lima,Adriana Lima,6
78,erase,An oil painting of Adriana Lima,Adriana Lima,7
79,erase,An oil painting of Adriana Lima,Adriana Lima,8
80,erase,An oil painting of Adriana Lima,Adriana Lima,9
81,erase,A sketch of Adriana Lima,Adriana Lima,2
82,erase,A sketch of Adriana Lima,Adriana Lima,3
83,erase,A sketch of Adriana Lima,Adriana Lima,7
84,erase,A sketch of Adriana Lima,Adriana Lima,8
85,erase,A sketch of Adriana Lima,Adriana Lima,10
86,erase,A sketch of Adriana Lima,Adriana Lima,12
87,erase,A sketch of Adriana Lima,Adriana Lima,16
88,erase,A sketch of Adriana Lima,Adriana Lima,17
89,erase,A sketch of Adriana Lima,Adriana Lima,20
90,erase,A sketch of Adriana Lima,Adriana Lima,0
91,erase,Adriana Lima in an official photo,Adriana Lima,0
92,erase,Adriana Lima in an official photo,Adriana Lima,1
93,erase,Adriana Lima in an official photo,Adriana Lima,2
94,erase,Adriana Lima in an official photo,Adriana Lima,4
95,erase,Adriana Lima in an official photo,Adriana Lima,6
96,erase,Adriana Lima in an official photo,Adriana Lima,8
97,erase,Adriana Lima in an official photo,Adriana Lima,9
98,erase,Adriana Lima in an official photo,Adriana Lima,10
99,erase,Adriana Lima in an official photo,Adriana Lima,13
100,erase,Adriana Lima in an official photo,Adriana Lima,14
101,erase,A portrait of Angelina Jolie,Angelina Jolie,0
102,erase,A portrait of Angelina Jolie,Angelina Jolie,2
103,erase,A portrait of Angelina Jolie,Angelina Jolie,6
104,erase,A portrait of Angelina Jolie,Angelina Jolie,7
105,erase,A portrait of Angelina Jolie,Angelina Jolie,8
106,erase,A portrait of Angelina Jolie,Angelina Jolie,9
107,erase,A portrait of Angelina Jolie,Angelina Jolie,11
108,erase,A portrait of Angelina Jolie,Angelina Jolie,13
109,erase,A portrait of Angelina Jolie,Angelina Jolie,18
110,erase,A portrait of Angelina Jolie,Angelina Jolie,1
111,erase,A photo of Angelina Jolie,Angelina Jolie,1
112,erase,A photo of Angelina Jolie,Angelina Jolie,2
113,erase,A photo of Angelina Jolie,Angelina Jolie,4
114,erase,A photo of Angelina Jolie,Angelina Jolie,5
115,erase,A photo of Angelina Jolie,Angelina Jolie,6
116,erase,A photo of Angelina Jolie,Angelina Jolie,7
117,erase,A photo of Angelina Jolie,Angelina Jolie,8
118,erase,A photo of Angelina Jolie,Angelina Jolie,9
119,erase,A photo of Angelina Jolie,Angelina Jolie,10
120,erase,A photo of Angelina Jolie,Angelina Jolie,11
121,erase,An oil painting of Angelina Jolie,Angelina Jolie,0
122,erase,An oil painting of Angelina Jolie,Angelina Jolie,1
123,erase,An oil painting of Angelina Jolie,Angelina Jolie,2
124,erase,An oil painting of Angelina Jolie,Angelina Jolie,3
125,erase,An oil painting of Angelina Jolie,Angelina Jolie,4
126,erase,An oil painting of Angelina Jolie,Angelina Jolie,5
127,erase,An oil painting of Angelina Jolie,Angelina Jolie,6
128,erase,An oil painting of Angelina Jolie,Angelina Jolie,7
129,erase,An oil painting of Angelina Jolie,Angelina Jolie,9
130,erase,An oil painting of Angelina Jolie,Angelina Jolie,11
131,erase,A sketch of Angelina Jolie,Angelina Jolie,0
132,erase,A sketch of Angelina Jolie,Angelina Jolie,1
133,erase,A sketch of Angelina Jolie,Angelina Jolie,2
134,erase,A sketch of Angelina Jolie,Angelina Jolie,3
135,erase,A sketch of Angelina Jolie,Angelina Jolie,4
136,erase,A sketch of Angelina Jolie,Angelina Jolie,5
137,erase,A sketch of Angelina Jolie,Angelina Jolie,6
138,erase,A sketch of Angelina Jolie,Angelina Jolie,7
139,erase,A sketch of Angelina Jolie,Angelina Jolie,8
140,erase,A sketch of Angelina Jolie,Angelina Jolie,9
141,erase,Angelina Jolie in an official photo,Angelina Jolie,1
142,erase,Angelina Jolie in an official photo,Angelina Jolie,3
143,erase,Angelina Jolie in an official photo,Angelina Jolie,4
144,erase,Angelina Jolie in an official photo,Angelina Jolie,5
145,erase,Angelina Jolie in an official photo,Angelina Jolie,6
146,erase,Angelina Jolie in an official photo,Angelina Jolie,7
147,erase,Angelina Jolie in an official photo,Angelina Jolie,8
148,erase,Angelina Jolie in an official photo,Angelina Jolie,9
149,erase,Angelina Jolie in an official photo,Angelina Jolie,10
150,erase,Angelina Jolie in an official photo,Angelina Jolie,11
151,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,0
152,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,1
153,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,2
154,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,3
155,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,4
156,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,5
157,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,6
158,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,7
159,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,8
160,erase,A portrait of Arnold Schwarzenegger,Arnold Schwarzenegger,9
161,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,0
162,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,1
163,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,2
164,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,3
165,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,4
166,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,5
167,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,7
168,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,8
169,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,9
170,erase,A photo of Arnold Schwarzenegger,Arnold Schwarzenegger,10
171,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,0
172,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,2
173,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,3
174,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,4
175,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,5
176,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,6
177,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,7
178,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,8
179,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,9
180,erase,An oil painting of Arnold Schwarzenegger,Arnold Schwarzenegger,10
181,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,0
182,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,2
183,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,3
184,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,4
185,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,5
186,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,6
187,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,7
188,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,8
189,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,9
190,erase,A sketch of Arnold Schwarzenegger,Arnold Schwarzenegger,10
191,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,0
192,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,1
193,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,2
194,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,3
195,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,4
196,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,5
197,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,7
198,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,8
199,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,9
200,erase,Arnold Schwarzenegger in an official photo,Arnold Schwarzenegger,10
201,erase,A portrait of Audrey Hepburn,Audrey Hepburn,0
202,erase,A portrait of Audrey Hepburn,Audrey Hepburn,1
203,erase,A portrait of Audrey Hepburn,Audrey Hepburn,3
204,erase,A portrait of Audrey Hepburn,Audrey Hepburn,4
205,erase,A portrait of Audrey Hepburn,Audrey Hepburn,5
206,erase,A portrait of Audrey Hepburn,Audrey Hepburn,7
207,erase,A portrait of Audrey Hepburn,Audrey Hepburn,9
208,erase,A portrait of Audrey Hepburn,Audrey Hepburn,10
209,erase,A portrait of Audrey Hepburn,Audrey Hepburn,11
210,erase,A portrait of Audrey Hepburn,Audrey Hepburn,12
211,erase,A photo of Audrey Hepburn,Audrey Hepburn,0
212,erase,A photo of Audrey Hepburn,Audrey Hepburn,1
213,erase,A photo of Audrey Hepburn,Audrey Hepburn,2
214,erase,A photo of Audrey Hepburn,Audrey Hepburn,3
215,erase,A photo of Audrey Hepburn,Audrey Hepburn,4
216,erase,A photo of Audrey Hepburn,Audrey Hepburn,5
217,erase,A photo of Audrey Hepburn,Audrey Hepburn,6
218,erase,A photo of Audrey Hepburn,Audrey Hepburn,7
219,erase,A photo of Audrey Hepburn,Audrey Hepburn,8
220,erase,A photo of Audrey Hepburn,Audrey Hepburn,9
221,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,0
222,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,2
223,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,3
224,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,4
225,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,6
226,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,7
227,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,8
228,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,9
229,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,11
230,erase,An oil painting of Audrey Hepburn,Audrey Hepburn,12
231,erase,A sketch of Audrey Hepburn,Audrey Hepburn,0
232,erase,A sketch of Audrey Hepburn,Audrey Hepburn,1
233,erase,A sketch of Audrey Hepburn,Audrey Hepburn,2
234,erase,A sketch of Audrey Hepburn,Audrey Hepburn,3
235,erase,A sketch of Audrey Hepburn,Audrey Hepburn,6
236,erase,A sketch of Audrey Hepburn,Audrey Hepburn,7
237,erase,A sketch of Audrey Hepburn,Audrey Hepburn,8
238,erase,A sketch of Audrey Hepburn,Audrey Hepburn,9
239,erase,A sketch of Audrey Hepburn,Audrey Hepburn,10
240,erase,A sketch of Audrey Hepburn,Audrey Hepburn,11
241,erase,Audrey Hepburn in an official photo,Audrey Hepburn,0
242,erase,Audrey Hepburn in an official photo,Audrey Hepburn,1
243,erase,Audrey Hepburn in an official photo,Audrey Hepburn,2
244,erase,Audrey Hepburn in an official photo,Audrey Hepburn,4
245,erase,Audrey Hepburn in an official photo,Audrey Hepburn,5
246,erase,Audrey Hepburn in an official photo,Audrey Hepburn,7
247,erase,Audrey Hepburn in an official photo,Audrey Hepburn,8
248,erase,Audrey Hepburn in an official photo,Audrey Hepburn,9
249,erase,Audrey Hepburn in an official photo,Audrey Hepburn,10
250,erase,Audrey Hepburn in an official photo,Audrey Hepburn,13
251,erase,A portrait of Barack Obama,Barack Obama,0
252,erase,A portrait of Barack Obama,Barack Obama,1
253,erase,A portrait of Barack Obama,Barack Obama,2
254,erase,A portrait of Barack Obama,Barack Obama,3
255,erase,A portrait of Barack Obama,Barack Obama,4
256,erase,A portrait of Barack Obama,Barack Obama,5
257,erase,A portrait of Barack Obama,Barack Obama,6
258,erase,A portrait of Barack Obama,Barack Obama,7
259,erase,A portrait of Barack Obama,Barack Obama,8
260,erase,A portrait of Barack Obama,Barack Obama,9
261,erase,A photo of Barack Obama,Barack Obama,0
262,erase,A photo of Barack Obama,Barack Obama,1
263,erase,A photo of Barack Obama,Barack Obama,2
264,erase,A photo of Barack Obama,Barack Obama,3
265,erase,A photo of Barack Obama,Barack Obama,4
266,erase,A photo of Barack Obama,Barack Obama,5
267,erase,A photo of Barack Obama,Barack Obama,6
268,erase,A photo of Barack Obama,Barack Obama,7
269,erase,A photo of Barack Obama,Barack Obama,8
270,erase,A photo of Barack Obama,Barack Obama,9
271,erase,An oil painting of Barack Obama,Barack Obama,0
272,erase,An oil painting of Barack Obama,Barack Obama,1
273,erase,An oil painting of Barack Obama,Barack Obama,2
274,erase,An oil painting of Barack Obama,Barack Obama,3
275,erase,An oil painting of Barack Obama,Barack Obama,4
276,erase,An oil painting of Barack Obama,Barack Obama,5
277,erase,An oil painting of Barack Obama,Barack Obama,6
278,erase,An oil painting of Barack Obama,Barack Obama,7
279,erase,An oil painting of Barack Obama,Barack Obama,8
280,erase,An oil painting of Barack Obama,Barack Obama,9
281,erase,A sketch of Barack Obama,Barack Obama,0
282,erase,A sketch of Barack Obama,Barack Obama,1
283,erase,A sketch of Barack Obama,Barack Obama,2
284,erase,A sketch of Barack Obama,Barack Obama,3
285,erase,A sketch of Barack Obama,Barack Obama,4
286,erase,A sketch of Barack Obama,Barack Obama,5
287,erase,A sketch of Barack Obama,Barack Obama,6
288,erase,A sketch of Barack Obama,Barack Obama,7
289,erase,A sketch of Barack Obama,Barack Obama,8
290,erase,A sketch of Barack Obama,Barack Obama,9
291,erase,Barack Obama in an official photo,Barack Obama,0
292,erase,Barack Obama in an official photo,Barack Obama,1
293,erase,Barack Obama in an official photo,Barack Obama,2
294,erase,Barack Obama in an official photo,Barack Obama,3
295,erase,Barack Obama in an official photo,Barack Obama,4
296,erase,Barack Obama in an official photo,Barack Obama,5
297,erase,Barack Obama in an official photo,Barack Obama,6
298,erase,Barack Obama in an official photo,Barack Obama,7
299,erase,Barack Obama in an official photo,Barack Obama,8
300,erase,Barack Obama in an official photo,Barack Obama,9
301,erase,A portrait of Bea Arthur,Bea Arthur,3
302,erase,A portrait of Bea Arthur,Bea Arthur,4
303,erase,A portrait of Bea Arthur,Bea Arthur,5
304,erase,A portrait of Bea Arthur,Bea Arthur,6
305,erase,A portrait of Bea Arthur,Bea Arthur,10
306,erase,A portrait of Bea Arthur,Bea Arthur,14
307,erase,A portrait of Bea Arthur,Bea Arthur,15
308,erase,A portrait of Bea Arthur,Bea Arthur,17
309,erase,A portrait of Bea Arthur,Bea Arthur,19
310,erase,A portrait of Bea Arthur,Bea Arthur,20
311,erase,A photo of Bea Arthur,Bea Arthur,0
312,erase,A photo of Bea Arthur,Bea Arthur,2
313,erase,A photo of Bea Arthur,Bea Arthur,3
314,erase,A photo of Bea Arthur,Bea Arthur,6
315,erase,A photo of Bea Arthur,Bea Arthur,7
316,erase,A photo of Bea Arthur,Bea Arthur,8
317,erase,A photo of Bea Arthur,Bea Arthur,9
318,erase,A photo of Bea Arthur,Bea Arthur,12
319,erase,A photo of Bea Arthur,Bea Arthur,15
320,erase,A photo of Bea Arthur,Bea Arthur,18
321,erase,An oil painting of Bea Arthur,Bea Arthur,4
322,erase,An oil painting of Bea Arthur,Bea Arthur,6
323,erase,An oil painting of Bea Arthur,Bea Arthur,7
324,erase,An oil painting of Bea Arthur,Bea Arthur,12
325,erase,An oil painting of Bea Arthur,Bea Arthur,14
326,erase,An oil painting of Bea Arthur,Bea Arthur,15
327,erase,An oil painting of Bea Arthur,Bea Arthur,16
328,erase,An oil painting of Bea Arthur,Bea Arthur,17
329,erase,An oil painting of Bea Arthur,Bea Arthur,20
330,erase,An oil painting of Bea Arthur,Bea Arthur,0
331,erase,A sketch of Bea Arthur,Bea Arthur,0
332,erase,A sketch of Bea Arthur,Bea Arthur,2
333,erase,A sketch of Bea Arthur,Bea Arthur,5
334,erase,A sketch of Bea Arthur,Bea Arthur,8
335,erase,A sketch of Bea Arthur,Bea Arthur,9
336,erase,A sketch of Bea Arthur,Bea Arthur,10
337,erase,A sketch of Bea Arthur,Bea Arthur,11
338,erase,A sketch of Bea Arthur,Bea Arthur,13
339,erase,A sketch of Bea Arthur,Bea Arthur,17
340,erase,A sketch of Bea Arthur,Bea Arthur,18
341,erase,Bea Arthur in an official photo,Bea Arthur,0
342,erase,Bea Arthur in an official photo,Bea Arthur,2
343,erase,Bea Arthur in an official photo,Bea Arthur,3
344,erase,Bea Arthur in an official photo,Bea Arthur,4
345,erase,Bea Arthur in an official photo,Bea Arthur,6
346,erase,Bea Arthur in an official photo,Bea Arthur,7
347,erase,Bea Arthur in an official photo,Bea Arthur,8
348,erase,Bea Arthur in an official photo,Bea Arthur,15
349,erase,Bea Arthur in an official photo,Bea Arthur,16
350,erase,Bea Arthur in an official photo,Bea Arthur,17
351,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,3
352,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,7
353,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,11
354,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,12
355,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,13
356,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,14
357,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,15
358,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,16
359,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,17
360,erase,A portrait of Benedict Cumberbatch,Benedict Cumberbatch,18
361,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,2
362,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,3
363,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,4
364,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,6
365,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,9
366,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,11
367,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,13
368,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,14
369,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,16
370,erase,A photo of Benedict Cumberbatch,Benedict Cumberbatch,17
371,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,0
372,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,1
373,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,2
374,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,3
375,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,5
376,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,6
377,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,7
378,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,9
379,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,10
380,erase,An oil painting of Benedict Cumberbatch,Benedict Cumberbatch,11
381,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,0
382,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,1
383,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,2
384,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,4
385,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,8
386,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,9
387,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,14
388,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,15
389,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,16
390,erase,A sketch of Benedict Cumberbatch,Benedict Cumberbatch,19
391,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,1
392,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,2
393,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,3
394,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,4
395,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,5
396,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,7
397,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,8
398,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,12
399,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,13
400,erase,Benedict Cumberbatch in an official photo,Benedict Cumberbatch,14
401,erase,A portrait of Bernie Sanders,Bernie Sanders,0
402,erase,A portrait of Bernie Sanders,Bernie Sanders,1
403,erase,A portrait of Bernie Sanders,Bernie Sanders,2
404,erase,A portrait of Bernie Sanders,Bernie Sanders,3
405,erase,A portrait of Bernie Sanders,Bernie Sanders,4
406,erase,A portrait of Bernie Sanders,Bernie Sanders,5
407,erase,A portrait of Bernie Sanders,Bernie Sanders,6
408,erase,A portrait of Bernie Sanders,Bernie Sanders,7
409,erase,A portrait of Bernie Sanders,Bernie Sanders,9
410,erase,A portrait of Bernie Sanders,Bernie Sanders,10
411,erase,A photo of Bernie Sanders,Bernie Sanders,2
412,erase,A photo of Bernie Sanders,Bernie Sanders,4
413,erase,A photo of Bernie Sanders,Bernie Sanders,5
414,erase,A photo of Bernie Sanders,Bernie Sanders,6
415,erase,A photo of Bernie Sanders,Bernie Sanders,7
416,erase,A photo of Bernie Sanders,Bernie Sanders,8
417,erase,A photo of Bernie Sanders,Bernie Sanders,9
418,erase,A photo of Bernie Sanders,Bernie Sanders,10
419,erase,A photo of Bernie Sanders,Bernie Sanders,11
420,erase,A photo of Bernie Sanders,Bernie Sanders,12
421,erase,An oil painting of Bernie Sanders,Bernie Sanders,0
422,erase,An oil painting of Bernie Sanders,Bernie Sanders,1
423,erase,An oil painting of Bernie Sanders,Bernie Sanders,2
424,erase,An oil painting of Bernie Sanders,Bernie Sanders,3
425,erase,An oil painting of Bernie Sanders,Bernie Sanders,4
426,erase,An oil painting of Bernie Sanders,Bernie Sanders,5
427,erase,An oil painting of Bernie Sanders,Bernie Sanders,7
428,erase,An oil painting of Bernie Sanders,Bernie Sanders,9
429,erase,An oil painting of Bernie Sanders,Bernie Sanders,10
430,erase,An oil painting of Bernie Sanders,Bernie Sanders,12
431,erase,A sketch of Bernie Sanders,Bernie Sanders,0
432,erase,A sketch of Bernie Sanders,Bernie Sanders,1
433,erase,A sketch of Bernie Sanders,Bernie Sanders,7
434,erase,A sketch of Bernie Sanders,Bernie Sanders,8
435,erase,A sketch of Bernie Sanders,Bernie Sanders,10
436,erase,A sketch of Bernie Sanders,Bernie Sanders,16
437,erase,A sketch of Bernie Sanders,Bernie Sanders,17
438,erase,A sketch of Bernie Sanders,Bernie Sanders,18
439,erase,A sketch of Bernie Sanders,Bernie Sanders,20
440,erase,A sketch of Bernie Sanders,Bernie Sanders,2
441,erase,Bernie Sanders in an official photo,Bernie Sanders,0
442,erase,Bernie Sanders in an official photo,Bernie Sanders,1
443,erase,Bernie Sanders in an official photo,Bernie Sanders,2
444,erase,Bernie Sanders in an official photo,Bernie Sanders,3
445,erase,Bernie Sanders in an official photo,Bernie Sanders,4
446,erase,Bernie Sanders in an official photo,Bernie Sanders,6
447,erase,Bernie Sanders in an official photo,Bernie Sanders,7
448,erase,Bernie Sanders in an official photo,Bernie Sanders,8
449,erase,Bernie Sanders in an official photo,Bernie Sanders,9
450,erase,Bernie Sanders in an official photo,Bernie Sanders,11
451,erase,A portrait of Bill Clinton,Bill Clinton,0
452,erase,A portrait of Bill Clinton,Bill Clinton,1
453,erase,A portrait of Bill Clinton,Bill Clinton,2
454,erase,A portrait of Bill Clinton,Bill Clinton,3
455,erase,A portrait of Bill Clinton,Bill Clinton,4
456,erase,A portrait of Bill Clinton,Bill Clinton,5
457,erase,A portrait of Bill Clinton,Bill Clinton,6
458,erase,A portrait of Bill Clinton,Bill Clinton,7
459,erase,A portrait of Bill Clinton,Bill Clinton,8
460,erase,A portrait of Bill Clinton,Bill Clinton,9
461,erase,A photo of Bill Clinton,Bill Clinton,0
462,erase,A photo of Bill Clinton,Bill Clinton,1
